내용,판단 결과,추천수
정말 화가나는 판결입니다 30세에 전과 19범입니다 저런놈을 보호해주는 재판부들 진짜 대단하네요 사형이 정답인데 말이죠,0,326
담당 판사님 자제분도 똑같은 일 일어나면 똑같이 판결해주세요. 꼭. 언젠가 일어나기를 믿습니다.,1,193
미친거아니에요? 피해자분 진짜 너무너무 불쌍해요 가해자랑 아무런 관계도 없고 잘못도 없는데 진짜 말그대로 잘못걸려서 인생이 저렇게 무너졌는데 어떻게 저런 판결을 내릴 수가 있어요? 대놓고 보복하겠다는데 그런 사람을 20년뒤에 풀어놓는다고요? 50살된 그사람이 다음엔 누구 인생을 망칠 줄 알고요? 나라와 법이 이런데 누가 마음 놓고 살까요. 무조건 국민이 계속해서 관심갖고 신상공개하고 피해자분 지켜드려야 합니다. 다음 피해자가 내가 될 수도 있는거잖아요.. 정말 대한민국 무서워서 어떻게 살아요..,0,8
피해자 죽이러간다며 주소를 달달외운다면서.판사야 정신차려라 쫌,0,530
제발 판사 가족에게 같은 일 생기기를 진심으로 기도합니다.,0,134
"판결해주신 판사님 본인과 배우자 그리고 자녀들 똑같이 뒤에서 돌려차기 쳐 맞고 사각지대 끌려가 주시고 기절해서 행복한 꿈꾸세요 역시 범죄는 대한민국에서! 이러니 대한민국에서 나쁜짓 할만하지! --‐---------------------- 판사가 왜 욕을 먹는지, 왜 많은 사람들이 자기 일도 아닌데 이 판결에 대해서 불평, 불만을 갖는지 생각 좀 하고 댓글로 ㅈㄹ하세욤 아니면 너님들도 돌려차기 쳐 맞아보시던가 내가 쓴 글이 불편하면 내 댓글에 답변 달 시간에 그냥 본인 생각을 댓글로 적으면 되는거 아닌가 ㅋㅋㅋ",0,727
판사들아 너네.가족과 너희들이 꼭 범죄자들의 타깃이 되어 너네가 여태까지 피해자들에게 무슨 짓을 했는지 꼭 깨닫게되길 바란다.,0,16
국가에서 피해자 보호 해줘라 언제부터 대한민국에서 피해자가 숨어 살아야 되는 나라가 되었는가? 피해자가 무슨 잘못을 했는가? 잘못이라곤 대한민국에서 태어난 죄 뿐이 없다 어디 무서워서 길거리 나다닐수 있겠는가? 꼭 본보기로 무기징역 선고 하든 국가에서 피해자를 보호 해주든 해줘라 피해자의 절규가 화면 밖까지 전해진다,0,383
"판검사, 법조계, 인권운동단체 본인과 가족들이 꼭 이런 똑같은 일을 겪기를 바랍니다. 그때도 가해자 보호하셔야죠^^",0,122
우리나라 법은 도무지 믿을수 없다. 판사들의 의도가 도대체 무엇인지 판사들의 판결을 다시 심판해야 할 판이다. 정말 너무하네!!!,1,15
"피의자가 저렇게 보복예고를 하는데도 법원은 저거를 듣고 그냥 나몰라라 하는 태도 진짜 열불난다.. 피의자가 직접 찾아와서 보복을 할 수 있는거고 피의자 지인이나 심부름 업체에 맡겨 보복 할 수 있고 방법은 무수히 많은데 진짜 피해자는 죽을 때까지 하루하루 사주경계하고 손,발 떨며 공포 속에 살아간다는 점이 제일 마음이 아프다.. 판사 자식들 앞에 불러놓고 똑같이 해주고 싶네 그럼 부들부들 거리고 똑같이 징역주면 얼마나 아등바등 할지",0,231
"댓글에도 예비범죄자가 많네요. 20년이면 중형이다 배째라 할게 아니라 이 사건을 계기로 형량 체계가 바뀔 수 있도록 의견을 내고 전달하는것이 중요한거죠. 자꾸 감성적•감정적으로 사건을 대한다고 피해자를 2차가해 할 것이 아니라고요. 전과 18범이 거리를 활보하고 다녔던 것이 말이 안되고, 살인미수인데 20년? 그게 많은겁니까? 이 사건 외에도 음주운전 등등 모든 중범죄는 더 엄중하게 처벌받아야 합니다.",0,334
판결한 판사님 딸래미나 손녀있으시면 반드시 똑같이 당하길 바랍니다. 도대체가 이게 옳은 판결입니까? 왜 피해자가 가해자처럼 도망 다녀야하나요?,0,331
판사 자녀에게 반드시 같은 일이 일어날겁니다,1,4
재판부 판사들의 가정에도 같은 일이 있기를 기도합니다.,0,88
판사 딸도 꼭 똑같이 당해서 20년동안 괴로움속에 살다가 20년 뒤에는 보복받길 기원합니다,0,3
120년형을 때려야죠. 20년형이라는 어처구니 없는 판결을 내려다니.. 피해자의 인생이 어떻게 삽니까? 참 한심하게 짝이 없네요.,0,189
"판사님들보면 정말 피해자, 가해자 구분 없이 공정하고 냉철하게 판결하시는 것 같습니다. 이제 AI가 판사님들보다 더 명확하고 냉철하게 판결을 내릴수있는 시대가 왔으니 모든 판사님들 퇴직하시기 바랍니다.",1,57
판사님 가해자 말고 피해자를 보호해 주세요,1,50
최환판사 당신 가족한테도 꼭 이런일이 생기길 바랍니다,0,26
무섭습니다 제발 얼굴공개하고 무기징역 시키세요 판사들이 더나쁜놈들이네요,0,4
살면서 이런일을 누구든 당할텐데 판사는 이번 피해자뿐만아니라 우리 모두에게 내린 판결이네요.,0,18
판사 국민 심판제를 도입해야합니다 멍청하거나 상식에 어긋나는 판결하는 판사들 강력 처벌해야합니다,0,1
꼭 판사님 자재분도 똑같은 일 당해서 범죄자한테 보복당하시기를 바랄게요,0,17
법이 최소한이라고 하더라도 피해자에게 협박을 했다고 들었는데 그것마저도 적용해서 형량을 줘야한다고생각되어집니다,0,122
판사들 전부 정신들차려라.맨날책상앉아서 법전만 보니 상식을 밥말아먹었너 진짜 한심하다 한국 판사들 매번 속이 뒤집어지는판결을 햔다.진짜 왜그러냐,0,2
"만약! 판사딸이 이런경우를, 당했다면 어떤판결이나왔을까?판사님들,대단들하십니다.참!살기좋은 대한민국입니다. 판사님! 정말로존경합니다. 호로자석들~~~",1,101
앞으로 판사와 검사는 탐욕스럽고 돈에 눈이 먼 사회적지능과 공감능력 떨어지는 인간 대신 AI가 대체해야 합니다. 그래야지 전관예우가 아닌 전관범죄가 사라집니다.,0,92
가해자 신상정보 공개도 중요하지만 판결하는 판사 신상정보 공개도 중요합니다 그지같이 판결하기때문에 판사를 신상공개해야지 올바르게 판결 할 듯해요,0,65
이런 대응은 아닌 것입니다. 정말 판사들은 무슨 경우인가요? 그런 인간을 어떻게 이렇게 놔둘수가 있나요.... 정말 무조건 바로 잡아야 합니다.,1,0
저정도로 최악질이고 저넘이 뭐라고 한거까지 다까발려진 마당에 판사는 괘심하지도 않나? 법전을 다 뒤져서라도 할수있는 죄목은 다같다 붙혀야 되는거 아니예요? 저 저주받을 놈의 변호사가 엄청난 능력이 있는건가? 어떻게 저렇게 형량도 적고 보호도 잘해주지? 어이가없다!,0,433
저렇게 판결한 판사와 그 가족들 꼭 저 넘같은 악마에게 당해보시길 기도드립니다.그때도 그렇게 판결하세요.꼭.,0,14
최환 부장판사님 꼭 가족들도 같은일 당해도 같은 이유로 양형 부탁 드립니다 가정에 꼭 아무일 없길 바랍니다^^,1,21
"저런판결한 판사도 피해자와 국민들이 퍼벌할수있는 시스템이 필요합니다. 보복한다는걸 일면서도 저런 판결을, 아예 폭력과 살인을 부추기는 처벌입니다 이건 판사들 자리에서 끌어내려야합니다.",0,21
판사니덜 가족중에 반드시 저런 똑같은 사고가 나길 진심 바란다!!!,0,64
이 정도 이슈화 됐으면 뭐라도 좀 바뀌는게 있어야 하지 않나... 피해자분 말 듣고 온 몸에 소름이 돋네... 여전히 핑계와 변명만 늘어놓고 있고 정말... 인권존중 해주는거 정말 좋은 취지고 나도 존중해요... 뒤에 괄호열고 한마디만 더 적자 응? (범죄자 제외)라고... 보복이든 뭐든 다시 재범죄 가능성이 조금이라도 보이면 형량 무~~~겁게 쳐주고 응?,0,2
제발 판사놈 다 돌려받길바랍니다,0,7
판사도 좀 정신과 검진 좀 받아야돼 주기적으로 정상인지,0,2
이쯤되면 범죄자 신상공개가 아니라 재판한 판사를 신상공개해라... 그리고 전과자 10범 이상은 폐기해라 그냥 임상실험에 쓰던가,0,190
판사님 꼭 주변에 같은 사건이 일어나길 빕니다^^,1,15
검사 항소심에서 반드시 심판을 끌어내야한다,0,0
나중에 출소해서 보복을 하거나 또 다른 피해자가 발생할 것은 불보듯 뻔한데 어떻게 이런 판결이... 이 자의 출소 후 범죄에 대해서는 이 판사님도 일말의 책임을 져야 할 듯...ㅜㅜ,0,7
진짜 이해안가네요 저런 쓰래기 같은놈 한테 20년 징역이아닌 사형이나 무기여야죠,0,1
최환 부장판사님도 20년 뒤까지 목숨 꼭 부지하고 계십쇼. 피해자 살해 당하면 본인께서도 어떻게 되실지 아시죠?,1,34
판사들 가족들에게도 이런일이 생기길 기원합니다!!,0,0
판사는 자기자식아님 피해자가 죽어야 끝날일임,0,228
20년이나 징역 살았는데 나와서 뭘할까... 깨달음을 얻고 죄에 대한 참회 후 취업해서 성실하게 살아갈까요 당연히 20년 동안 썩게 만든 사람을 찾아 가겠죠,0,4
20년후 과연 정부가 지켜줄까요? 이런 판결한 판사들이 자신들 판결에 책임지는 법도 필요해보이네요,0,7
판사님의 판결을 존중하고 싶어도.. 이런 여론에서 정말 귀닫고 법만 가지고 판단한거라면.. 진짜 대한민국 쓰레기란 생각만 든다.. 격리해야 될 사람을 저리 놔준다는게 이상한데..ㅎㅎ,0,15
판사와 국회의원이 전국민을 범죄자 집단으로 만드는군요. 저런 범죄자를 밥 잘멕이고 재워서 20년후에 분풀이하라고 보호해주고. 문통 5년간 만들어 놓은 법이 왜 그런건지 기억하고 법 만드는 사람을 바꿔야죠.,0,23
반성하지 않는 피의자를 법테두리내 최고형을 판결하지 않은 판사는 그형량을 대신 살아라...,1,22
나참 어이가 없네 저런넘은 신상공개하고 평생 못나오게 무기때려버려야한다 판사가 참 ㅂㅅ같네 지 자식이 저런 꼴 당하고 저런 개념 없는 말 들어도 저래 판결할까?? 이번 사례로 저런 범죄 더 나올꺼 같다 에휴~,0,0
최환부장판사군요~~~ 당신집에는 더더큰 일들이 생기길~기도합니다,0,8
인위적으로 범행을 저지르고 반성의 기미도 없고 대놓고 위협에 갱생자체가 불가능한 사람인데 20년 주고 판결의 관대함이 피해자에게는 고스란히 더 고통을 받는 걸 떠나 불안을 평생 지고 사는데 애초에 저 피해자분은 자신이 잘못한것도 아닌 왠 떠x이한테 엮인 건대 왜 피해자만 고스란히 상처를 받아야하는지... 한마디로 대한민국 법 x같다.,0,2
참으로 극악하고 반성없는범죄자에게는 어떤 형벌이 필요한지 보여주는 일벌백계의 판결이 필요 합니다. 재판부는 법의 원칙에만 의존하지말고 억울한 사람이있다는것을 한번 생각하기바랍니다,0,2
"피해자분의 보호가 가장 우선순위로 보장되길 바랍니다. 우리 주변 가족, 친구, 남녀불문. 나 자신에게도 일어날 수 있는 일입니다.. 앞으로 피해자는 어떻게 일상생활을 할 수 있겠습니까? 국가가 형량에서도 피해자의 편에 서지 않는데, 피해자를 보호할 수 있는지 의문입니다. 물리적인 보호에도 불구하고, 앞으로 20년간 또 살아갈 수십년의 세월의 정신적 고통까지 국가가 책임져 보호할 수 있습니까? 가해자는 그동안 법이라는 이름으로 전과 18범이라는 이력을 가지고 있습니다. 누구를 위한 국가고, 누구를 보호하는 국가인지 잘 모르겠네요. 강력히 규탄합니다.",0,1
반성의 기미없이 자신의 억울함만 호소하는 뻔뻔하고 괘씸한 죄로 항소하거나 저런 불평할 때마다 형량을 10년씩 늘었으면 좋겠다!!,0,2
범죄자가 재범을 저지르면 판결햇던 판사를 같은형벌로 판결해야됩니다,0,11
판사놈들을 다 감옥을 보내야 한다. 제정신인가 ? 사형을 시켜야할 놈을 감형을 시키네~~~ 저러니 법을 누가 믿나? 검찰에서는 항소 하지 않나?,0,0
피해자가 납득이 안되는 판결을 해놓고는 사법부는 정당하다고 보는가? 법이라는게 최소한의 방법일지라도 최소한 피해자가 안심하고 살아갈 수 있도록 만들어줘야하지 않겠는가? 왜 권리는 항상 가해자에게만 주어지고 피해자에게는 의무만 강요하고 있는지?,0,1
"판사는 진짜 피해자를 두번 죽이는것 입니다!! 진짜 국민들이 법을 믿겠습니까.. 저는 저런 상황이 된다면 제가 살인을 저지르고 말겠습니다...국민을 지켜 주어야 할 법이 되려 국민을 죽이네요. 저를 살릴려면 가해자를 죽일수 밖에 없게 만드는 판사님!! 국민들 맘속에 어떤 방향으로 스스로를 지킬수 있는지 잘 보았고,꼭 판결낸 판사도 똑같은 상황이 벌어지길 바랍니다. 비슷한 상황이라도 바래봅니다... 그리고 판사자격없으니 내려오세요",0,0
"진짜 반성은 커녕 대놓고 보복 하겠다는건 거짓으로라도 보복 안하겠다고 말 하지 않는한 사회에 내보내면 안되는거지, 판사 자녀가 피해자 였어도 그랬을까 싶기도 하고 참 어이없는 법이다",0,19
