내용,판단 결과,추천수
조현수도 무기징역을 때려야지 무슨 이은해만 무기징역을 때리냐? 조현수도 공범인데!법 개판이네,0,1
무기징역도 아까운것들 사형이 답인데!!!!!!!!,0,0
사형보단 역시 무기징역이죠 죽을때까지 감옥에나 갇혀있어라,0,0
무기징역수를 자체적으로 임상시험 대상에 포함시키면 안되나?? 이거 인권에 걸릴려나....,0,1
무기징역 왜하냐? 그냥 저세상으로 보내줘,0,0
둘다 무기징역이여야지 공범은 왜 30년뒤에 다시 사회에 풀어놓냐고 ㅡㅡ미친,0,1
아직 1심이라... 대판까지 가야 확정이지. 그때까지 쭉 가석방 없는 무기징역이 나와야 하는데...,0,1
항소 상고 까지 가면 달라진다. 무기에서 유기로 감형된다 판사들은 신뢰성 을 잃었다. 꼭 무기징역 확정될때까지 믿지 말자,0,0
이런 사람들은 징역 30년 인데 왜 음주운전 해서 사망시키면 30년이 안 나오지?,0,1
판사가 잘 하셨구만요.,1,1
20년 후에 서람들의 기억에서 잊혀지고 가석방되는건 아닌지.. 가석방 없는 무기징역이면 좋겠어요.,0,0
옛날 옛적에는 세상에서 제일 무서운게 호랑이였다 우는 아이도 호랑이가 온다하면 울음을 뚝 그쳐는데 지금은 정치검사들에 삐투러진 권력이 옛날 호랑이가 보다 더 무섭다 약간 덜 무서운게 돈 맛나간 인간들 그래도 세상은 돌고 돌아 아름답고 멋있는 사람들을 만나면서 요람에서 무덤으로 가는가 하노라,1,0
무기징역이래봐야..... 어짜피 20년 못넘김..... 사형으로 다스렸어야 하는데.... 범죄자인권에 최선인 판사들이......,0,0
첨으로 속 시원한 판결,1,0
제발 모범수 감형 광복절특사 이딴걸로 안풀려났으면 합니다,0,0
어잌쿠 무기징역 30년이면 출소할때쯤 다 늙어서 나오겠네 ㅋㅋㅋㅋ 꽃다운 나이를 빵에서 쳐보내야한다는 소식에 가슴이 웅장해지군요!!!,0,0
사형이지 왜 무기징역 이야..ㅜ,0,0
보나마나 항소할꺼지?ㅋㅋ 2심 3심 쭉쭉 그대로 가보자고~ 판결 개시원하네ㅋㅋ^^,0,2
다시는 기어 나오지 마라... 저거 또 기어나오면 또 다른남자 죽일뜻... 근데 음주운전으로 몇명 죽여도 몇년 이던데...그것들도 무기징역 해야지...,0,1
우리도 미국 처럼 징역 120년 200년 이렇게 하면 좋을텐데 감형없는 무기징역이 되기를....,1,0
내심 적은 형량 나올거라고 걱정했었는데 무기징역 나와서 다행이다,1,0
가석방 없는 무기징역이기를...,0,0
현재 1심이에요 형 확정된거 아닙니다 모든건 대법원까지 가봐야 알아요 저것들 판사한테 반성문 제출하고 참회한다고 똥꼬 쇼 하면 무기에서 유기형으로 감형 될 수도 있어요,0,0
관심끄긴 이르네요 1심이잖아요 끝까지 항소하고 또 반성문써서 감형되는 일 없길,0,0
법이 물렁하다.. 이게 말이되는판결이냐....둘다 형량 500년은 때려야하지않느냐...,0,0
사형을 때려야 감형으로 못나오지,0,0
저런 여자는 무기징역 해야됨 진짜,0,0
현명한 판결인듯..... 그런데..재심을 할듯.......(이은해라는 인간성을 보면..),1,2
분명 인정안하고 대법원까지 가겟지.. 반전없이 무기징역에 30년 확정받자!!!!!,0,0
왜??헌법 있는 사형을 집행을 안하냐?? 사법부가 개판이네...법률이 있으면 선고를 안하냐?? 우리나라 판사들 모두은 겁쟁이냐?? 선고하면 기록에 남을까봐..겁나??? 쯧쯧 한심하네........,0,0
이정도면 됐다 사실 작년같은면 어림도없었을듯 대신 3심까지 유지바란다 감형없는 무기징역,0,2
둘다 똑같은디 왜 형량이 다른고? 악마보다 더ㅡ한 인간들,0,2
국민 정서와는 전혀 다른 판결,0,0
무기징역,1,1
잠시 내돈이 아니것으로 재미 즐긴 댓가로구나 고인을 생각하믄 그 형량도 약하구나 어리석은 인간아 참되게 살아야하는 이유 모르는구나,0,0
사형을 해야지... 무기징역햇다가 감형받고 쳐나온다..,0,0
우리나라도 가석방없는 무기징역 만들자!!!,0,1
참네/ 조두순이나 뺑소니범 음주운전범 성폭행 학교폭력하는 애들은 솜방망이 처벌하면서/ 물에빠진 사람 안구했다고 무기징역.ㅋㅋㅋ 어이없네 법이 참/,0,1
얘네보다 더한 살인범도 ㅈㅂ 무기징역 때려주세요 제발,0,0
이게 판결이지,0,2
이게 정의다 근데 아쉬운점이 이리논란되니깐 형량저리때리는거같기도하고 그래도 저게맞지,1,0
이은해는 연쇄살인범일지도… 어쨌든 좋은 판결입니다.,1,0
무기징역 감형해서 나올생각 마시고 안에서 아깝지만 국민들이 내는 세금으로 평생 먹고 사세요,0,0
가석방없는 무기징역 때려야지,0,1
저 짐승보다 못한것들 형량이 너무낮다,0,0
참 쉽게살려하네 ㅋ 그동안 잘꼬득여 잘먹고 잘살았응게 나머지 인생 음 그래도 살려는주네 판사형님들이 나같음 눈감고 사형때리겠다 분하다,0,0
모든 살인죄는 이번판결 기준으로 가자,1,0
아니 조현수도 무기징역 때려야 하는거 아닌가요? 돈 조현수 계좌로 꼬박꼬박 입금되었고 같이 공모하고 뭐가 다른건지 모르겠네....... 똑같은 놈들인데.... 쩝,0,1
공번들에게는 징역3년에 처한다,0,1
다른 흉악범들은 왜 무기징역 안하냐,0,1
장난하냐ㅡㅡ 사형 무기징역 때려야지,0,0
"캬 좀 평소에도 이렇게 형량쳐때려라 돈없고 백없는 애들만 이러지말고 좀 있다싶은 자제들은 7,3년형이더만",0,0
검찰선고에 앞서 무기징혁 구형 라 자막 있던데 판결이 무기로 나온게 아닌거 같은데 유무죄만 판결나온거 아닌가? 울나라 판사들 감형이 특기인데 반성문쓰면 감형해주잔아,0,0
감형없는 무기징역이기를...버러지ㅡㅡ,0,0
또 항소하겠찌 ㅉㅉㅉ 둘다 무기징역 보내자...,0,0
남자 친구가 검사 였으면 무죄 였겠습니다,1,0
무기면 모범수되고 그러면 감형되서 나온다던데. 이씨 같은 분들은 사회에 나오면 똑같거나 더 진화해서 나온다던데요. 사형 집행이 맞지 않나싶은데....,0,0
미쳤냐? 둘다 무기징역 가야지 ㅉ,0,0
무기징역은 가석방됨 사형을 내렸어야지,1,0
아직 1심밖에 안됐다. 쟤들은 분명 대법까지 질질 끌거임. 그리고 무기징역이라도 20년 지나면 가석방 조건 채워서 나올수도 있음.,0,0
"힘 없으니 무기징역,30년 받네.. 권력이 좋구나..ㅎㅎ",1,2
이은해 죽을때까지 감옥에서 ㅋㅋㅋㅋ 판사님 무기징역 판결 감사합니다 공범늠 무기징역아닌게 아쉽네,1,0
사형해야 중간에 못나오는데 무기징역은 나올수도 있다는데...,0,0
남자보다 더쎄게때렷네 ㅋㅋㅋㅋ 이로서 남자들은 여자가 형량적다고 궁시렁거리지말기를!,0,2
1심이다. 2심 대법원 최종 판결이 어떻게 바뀌지 모른다. 우리나라는 이상한 법 국가이기 때문이다. 또한 사형제도 있지만 사형 하지 않는 이유 억울한 사람을 만들지 말자 인권위원회에 주장이 있다.,0,0
이대로 가자 재심에서 감형되지 말고,0,0
무기징역보다 차라리 30년이상 유기징역을 주지...무기징역은 정권 바뀔때마다 감형돼는데...,0,1
항소니 어쩌니 하면 괘씸죄로 가중처벌 꼭 부탁드립니다 판사님덜 ^^7,1,2
무기징역 8억 보다 자유가 좋다는걸 징역 살면서 수천번 생각 할꺼다 반성하고 잘 살아라,1,0
왜 조현수는 30년형 일까요 . . . 조현수도 무기징역을 구형 해야 됩니다,1,0
항소하면 또 판사가 용서하는거아님?,0,0
미국은 감형 때문에 의미없는 몇백년 선고 때리는데.. 모범수로 감형받으면 어쩌려고..,1,0
이것도 검사가 했다.이것들아.경찰이였으면 단순 사고사다 ㅋㅋㅋㅋㅋㅋ,0,0
"무기징역도 독방 무기징역이면 좋을텐데,",1,0
가석방없는 무기징역 감형 없는 30년이면 그나마 인정,0,0
무기징역 때리면 감옥에서 밥 굶지는 않겠네,0,0
우리나라같이 징역이 30년이 얼마나 좋냐 미국 같아쓰면은 징역이 300년이라구,1,1
이은해 ㆍ조현수 일단 무기징역 과 30년 받은거 일단 축하한다,1,1
재판장 둘다 무기징역줘야지,0,0
조현수도 무기징역이여야되는거아님?,1,1
속시원하긴 한데 판사들 판결이 왤케 고무줄같냐 어떤년은 지가 낳은 애새끼 죽이고 창문에서 집어던져도 3년나오고 얘는 무기징역이네,0,0
뭔 징역 30년 무기 징역 ?? 국민세금으로 숙식제공?? 그냥 악어 밥으로 적당 히 던져 줍시;다,0,0
둘다 무기징역이 나왔었더라면 더 좋았을듯,1,0
"항소할테고... 2심,3심 진행되면서 감형되는거 아냐? 거의 그래 왔잖아...아놔!!!",1,0
둘다 무기징역줘야지 무슨소리야,0,0
여기서 무기로 때렸으니까 감형 감형 받으면 꽤나 깎이겠지,0,0
무기징역,1,0
둘다 무기징역 줘야함,0,0
그런데 우리 의원님의 아드님은 왜 경찰 헤딩공격에 음주측정 거부 형량이 이따구죠?,0,1
소리질러~~ 근데 항소하고 형량 줄듯....늘 그랬던것처럼..,0,0
솔직히 사형은 필요 없다 무기 징역 때리고 독방에서 뒤질 때까지 미음만 쳐먹이라니까?,0,0
근데 무기징역도 가석방 없는 무기징역과 그냥 무기징역으로 나뉘지 않음? 무기징역도 모범수면 형량 줄여주는걸로 아는데,1,0
무기 이런거 말고 징역 200년 이런게 나은거 같음,0,1
아주 좋다고 보기 그런게 무기징역이라도 전자발찌 부착 20년 선고 인거보면 20년 후쯤 가석방 받고 사회로 나와 이웃이 될수도.... ㄷㄷㄷㄷㄷ,0,0
모밤택시한테 안잡힌걸 다행으로 알라구 !!! 무기징역 30년이면 살만하겠네 ㅋㅋ,0,0
"맨날 30년형이니 무기징역이니 하지말고 까놓고 대만이나 태국처럼 106년, 385년형 때려야지",0,0
얼마만에 만족스러운 형량이냐,1,0
쓰레기 현수도 무기징역 보내주지..,0,0
기준이 형평성이 너무 없네. 공론화 제대로 된 사건은 몇십년 떄려맞고 그거 아니라 3명을 죽였건 공론화 안되면 10년 언더 ㅋㅋㅋ 우리나라 판결 무슨 기준인지 모르겠다.,1,2
중간에 특사 없는 무기징역 30년형 이기를,0,0
둘다 무기징역 때려야 하는거 아님?,0,0
형량 대로 다 살려라 5 10년 까까주지말고,1,0
검찰선고 전에 무기징역!!! 법에서 검짤없네?,1,0
사형 선고해야 무기징역나오는거아님?,1,0
감형되면 말이안됨,1,0
사형이 아니라 무기징역???참...한국도 이제 사형 부활해야한다...쩝,0,0
어짜피 무기징역인데 얼굴은 왜 가리냐,0,0
가석방 없는 무기징역!,0,0
가석방 없는 무기징역 때려야지~~~ 무기징역은 25년 살다가 나올수도있는데 ㅋ,0,0
무기징역 도30년형량도 지은죄생각하면가볍다 광장에서 많은사람들에맞아죽어야하는 형량은없나요 고인된상엽씨한을풀기는형량이낮아요,0,0
"무기""신안""형 이런거 만들면 안되나 징역보다 거기 염전에서 사는 게 더 지옥일텐데 ㅋㅋ",0,0
형량 찰지게 나왔네,1,0
가석방 없는 무기징역 없냐,0,1
항소해서 무기징역 풀어지면 어떡하죠?,0,0
왠일이냐 무기징역말고 뭔 3개월 종사활동 시킬 줄 알았더니.,0,0
무기징역 + 택배상하차 무보수 휴무없이 12시간씩 돌리자,0,0
오로치마루는 사형시켜야지 먼 무기징역인가,0,0
"1심에 무기, 30년이면 2심에서 감형 대법에서 감형 되겠네 대법에서는 여자는 무기 -> 30년, 남자는 30년 -> 22년 정도로 갈듯? 가석방 없는 무기징역이나 사형이 아니니깐 둘다 모범수로 10년 이상 살면 가석방 심사가 올테고 여자는 20년쯤 살다 모범수로 가석방 남자는 13년 정도? 둘다 현재 30대 초반이니 여자는 40후반-50살, 남자는 40대 중반쯤에 나오겠네 근데 과연 출소했을때 교화가 됐을란가? 더 막나가지 않고 착실하게 산다고 누가 장담할까?",0,0
무기징역 ㄷㄷ,1,0
조현수도 무기징역 때려야져,0,0
무기징역도 관대하다.... 모범수로 언젠간 나온단 소리지... 종신형이 왜 없냐 한국은 사형이나... 참 이나라 법 말해 머해,0,0
이야 무기징역?? 왠일이래,0,0
징역 30년ㅋㅋㅋ 나이샤 30대라 치면 나오면 60대ㅋㅋㅋ 그냥 빵에서 죽는게 낫겄다ㅋㅋㅋ,0,0
원래 인천지법 가면 판사들이 검사의견에 많이 따라간다 ㅋ 인천가면 물증없어도 정황증거만으로도 유죄판결마니 나옴,0,0
2심 개판사 이은해 징역 15년 조현수 7년 쾅!쾅!쾅!,0,0
반성문쓰고 항소하고 2심가고 대법원가면 최종판결 이은해 무기유지될거같고 조현수는 10~15년 받겠네,0,0
"얘네는 생각보다 형량 상식에 맞게 준듯? 근대 다른것들은 형량 왜이리 구려? 얘네는 빽이 없나보네. 그나저나 항소하고 대법까지 가면 반토막 날수도 있음. 대략 여자는 15~30년, 남자는 7~14년 나오겠네.",0,0
와 씨 형량 간만에 씨게 나왔노 ㅋㅋ,1,0
감형없는 무기가 아니고요???????,0,0
겨우 30 년이네 판사 김앤장 출신 아녀,0,0
그런데 장애인 여성 유인해서 대출 받으려다 반항하자 쇠몽둥이로 때려 죽인 20대는 겨우 8년인가 받았다던데. 뉴스에 안나와 사람들 관심 없으면 판결이 요동치는건가...,0,0
설마 2심에서 감형?은 안되겠지,1,0
무기징역.30년 가지고 되냐 저기 러시아 블랙돌핀 교도소로 보내야지,0,0
무기징역은 중간에 석방되고 그런거 없나요??,0,0
여자는 사형 남자는 징역60년 이게 맞는것 아니가 상식적으로 현재의 법현실에서 나는 이게 정상이라고 생각한다,0,0
남자도 무기징역 해야지 30년은 뭐야,0,0
무기징역 받아도 20년 후 가석방 나올수 있음,0,0
2심 3심도 무기징역 ㄱㄱ,1,1
무기징역.....,1,0
징역 30년이면 60세 출소하는건가요?,0,0
겨우 무기징역???,1,0
